Author;IdInDiva;Type;Year;LevelND
Gustafsson, Jörgen;435302;Artikel i tidskrift;2011;1
Gustafsson, Jörgen;438610;Artikel i tidskrift;2011;1
Gustafsson, Jörgen;448784;Konferensbidrag;2011;0
Gustafsson, Jörgen;549765;Artikel i tidskrift;2012;1
Gustafsson, Jörgen;745483;Artikel i tidskrift;2014;1
Gustafsson, Kristina;685638;Kapitel i bok, del av antologi;2013;2
Gustafsson, Kristina;696492;Kapitel i bok, del av antologi;2014;1
Gustafsson, Kristina;736007;Bok;2014;0
Gustafsson, Kristina;736009;Kapitel i bok, del av antologi;2013;1
Gustafsson, Kristina;860376;Konferensbidrag;2015;1
Gustafsson, Malin;676933;Kapitel i bok, del av antologi;2013;1
Gustafsson, Stefan;476307;Konferensbidrag;2011;1
Gustafsson, Stefan;530071;Konferensbidrag;2012;0
Gustafsson, Stefan;530081;Konferensbidrag;2012;0
Gustafsson, Stefan;607331;Kapitel i bok, del av antologi;2012;1
Gustafsson, Stefan;624459;Konferensbidrag;2013;0
Gustafsson, Stefan;624466;Artikel i tidskrift;2013;1
Gustafsson, Stefan;636266;Artikel i tidskrift;2014;1
Gustafsson, Stefan;636314;Artikel i tidskrift;2014;2
Gustafsson, Stefan;793534;Artikel i tidskrift;2015;2
Gustafsson, Stefan;793535;Artikel i tidskrift;2015;2
Gustafsson, Tommy;426963;Konferensbidrag;2011;0
Gustafsson, Tommy;434249;Konferensbidrag;2011;0
Gustafsson, Tommy;546040;Artikel i tidskrift;2012;1
Gustafsson, Tommy;557814;Kapitel i bok, del av antologi;2012;1
Gustafsson, Tommy;558172;Kapitel i bok, del av antologi;2012;1
Gustafsson, Tommy;558174;Kapitel i bok, del av antologi;2012;1
Gustafsson, Tommy;558175;Kapitel i bok, del av antologi;2012;1
Gustafsson, Tommy;573609;Artikel i tidskrift;2012;1
Gustafsson, Tommy;585010;Kapitel i bok, del av antologi;2012;1
Gustafsson, Tommy;616890;Kapitel i bok, del av antologi;2013;1
Gustafsson, Tommy;626698;Kapitel i bok, del av antologi;2013;2
Gustafsson, Tommy;626706;Kapitel i bok, del av antologi;2013;2
Gustafsson, Tommy;626711;Kapitel i bok, del av antologi;2013;2
Gustafsson, Tommy;664712;Bok;2013;0
Gustafsson, Tommy;692424;Artikel i tidskrift;2013;1
Gustafsson, Tommy;757900;Bok;2014;1
Gustafsson, Tommy;782250;Bok;2014;0
Gustafsson, Tommy;818157;Kapitel i bok, del av antologi;2015;2
Gustafsson, Tommy;818169;Kapitel i bok, del av antologi;2015;2
Gustafsson, Tommy;820763;Kapitel i bok, del av antologi;2014;1
Gustafsson, Åsa;418737;Artikel i tidskrift;2012;1
Gustafsson, Åsa;567416;Artikel i tidskrift;2012;1
Gustafsson, Åsa;626858;Konferensbidrag;2013;0
Gustafsson, Åsa;639140;Artikel i tidskrift;2013;1
Gustafsson, Åsa;675518;Artikel i tidskrift;2014;1
Gustafsson, Åsa;726930;Konferensbidrag;2014;0
Gustafsson, Åsa;726937;Konferensbidrag;2014;1
Gustafsson, Åsa;901480;Konferensbidrag;2015;0
Gustavsson, Leif;454935;Konferensbidrag;2011;0
Gustavsson, Leif;454945;Artikel i tidskrift;2012;1
Gustavsson, Leif;455019;Artikel i tidskrift;2011;2
Gustavsson, Leif;455020;Konferensbidrag;2011;0
Gustavsson, Leif;455062;Artikel i tidskrift;2011;2
Gustavsson, Leif;455099;Artikel i tidskrift;2011;2
Gustavsson, Leif;455210;Artikel i tidskrift;2011;1
Gustavsson, Leif;472141;Artikel i tidskrift;2012;1
Gustavsson, Leif;472164;Konferensbidrag;2011;0
Gustavsson, Leif;527500;Artikel i tidskrift;2012;1
Gustavsson, Leif;527510;Konferensbidrag;2012;0
Gustavsson, Leif;527514;Konferensbidrag;2012;0
Gustavsson, Leif;528751;Artikel i tidskrift;2012;2
Gustavsson, Leif;528756;Artikel i tidskrift;2012;2
Gustavsson, Leif;528763;Artikel i tidskrift;2012;1
Gustavsson, Leif;528765;Artikel i tidskrift;2012;2
Gustavsson, Leif;528767;Artikel i tidskrift;2011;2
Gustavsson, Leif;528811;Konferensbidrag;2011;0
Gustavsson, Leif;528816;Konferensbidrag;2011;0
Gustavsson, Leif;546847;Artikel i tidskrift;2012;1
Gustavsson, Leif;547606;Konferensbidrag;2012;0
Gustavsson, Leif;612619;Konferensbidrag;2013;1
Gustavsson, Leif;612622;Konferensbidrag;2013;1
Gustavsson, Leif;616225;Artikel i tidskrift;2013;1
Gustavsson, Leif;617201;Artikel i tidskrift;2013;1
Gustavsson, Leif;617247;Konferensbidrag;2013;1
Gustavsson, Leif;617266;Artikel i tidskrift;2013;1
Gustavsson, Leif;621085;Artikel i tidskrift;2013;1
Gustavsson, Leif;622483;Artikel i tidskrift;2014;1
Gustavsson, Leif;623798;Konferensbidrag;2013;0
Gustavsson, Leif;623807;Kapitel i bok, del av antologi;2013;1
Gustavsson, Leif;624457;Konferensbidrag;2013;0
Gustavsson, Leif;624497;Konferensbidrag;2013;0
Gustavsson, Leif;632541;Konferensbidrag;2013;0
Gustavsson, Leif;639368;Kapitel i bok, del av antologi;2013;0
Gustavsson, Leif;639531;Kapitel i bok, del av antologi;2013;0
Gustavsson, Leif;639536;Kapitel i bok, del av antologi;2013;0
Gustavsson, Leif;677052;Artikel i tidskrift;2014;1
Gustavsson, Leif;718085;Artikel i tidskrift;2014;1
Gustavsson, Leif;722284;Artikel i tidskrift;2014;2
Gustavsson, Leif;722288;Kapitel i bok, del av antologi;2014;1
Gustavsson, Leif;722289;Artikel i tidskrift;2014;1
Gustavsson, Leif;722291;Artikel i tidskrift;2014;1
Gustavsson, Leif;735223;Artikel i tidskrift;2014;1
Gustavsson, Leif;735451;Artikel i tidskrift;2014;1
Gustavsson, Leif;740661;Artikel i tidskrift;2014;2
Gustavsson, Leif;745197;Artikel i tidskrift;2014;1
Gustavsson, Leif;745199;Artikel i tidskrift;2014;1
Gustavsson, Leif;745200;Konferensbidrag;2014;0
Gustavsson, Leif;745837;Artikel i tidskrift;2014;1
Gustavsson, Leif;745859;Artikel i tidskrift;2014;2
Gustavsson, Leif;748605;Artikel i tidskrift;2014;2
Gustavsson, Leif;752744;Artikel i tidskrift;2015;1
Gustavsson, Leif;760032;Konferensbidrag;2014;0
Gustavsson, Leif;775311;Konferensbidrag;2014;0
Gustavsson, Leif;775312;Konferensbidrag;2014;0
Gustavsson, Leif;811388;Kapitel i bok, del av antologi;2015;1
Gustavsson, Leif;814760;Konferensbidrag;2015;0
Gustavsson, Leif;859948;Artikel i tidskrift;2015;2
Gustavsson, Rune;351853;Konferensbidrag;2011;1
Gutzmann, Tobias;360292;Konferensbidrag;2011;0
Gutzmann, Tobias;432116;Konferensbidrag;2011;0
Gutzmann, Tobias;560314;Konferensbidrag;2012;1
Gynnerstedt, Kerstin;374519;Kapitel i bok, del av antologi;2011;1
Gynnerstedt, Kerstin;374521;Kapitel i bok, del av antologi;2011;1
Gynnerstedt, Kerstin;388565;Artikel i tidskrift;2011;0
Gynnerstedt, Kerstin;388567;Artikel i tidskrift;2011;0
Göransson, Görgen;642614;Artikel i tidskrift;2013;2
Göransson, Görgen;645495;Artikel i tidskrift;2013;1
Göransson, Görgen;710761;Artikel i tidskrift;2015;1
Gössling, Stefan;398854;Artikel i tidskrift;2012;2
Gössling, Stefan;398855;Artikel i tidskrift;2011;2
Gössling, Stefan;398856;Artikel i tidskrift;2011;1
Gössling, Stefan;398857;Artikel i tidskrift;2012;1
Gössling, Stefan;398858;Bok;2011;2
Gössling, Stefan;398860;Kapitel i bok, del av antologi;2011;2
Gössling, Stefan;398861;Kapitel i bok, del av antologi;2012;2
Gössling, Stefan;603135;Artikel i tidskrift;2012;0
Gössling, Stefan;603140;Artikel i tidskrift;2012;0
Gössling, Stefan;603141;Bok;2012;2
Gössling, Stefan;603468;Artikel i tidskrift;2012;1
Gössling, Stefan;653653;Artikel i tidskrift;2013;1
Gössling, Stefan;666324;Artikel, forskningsöversikt;2013;1
Gössling, Stefan;666445;Artikel i tidskrift;2013;1
Gössling, Stefan;666455;Artikel i tidskrift;2013;1
Gössling, Stefan;667100;Artikel i tidskrift;2014;1
Gössling, Stefan;705203;Artikel i tidskrift;2013;1
Gössling, Stefan;706396;Kapitel i bok, del av antologi;2013;2
Gössling, Stefan;706409;Kapitel i bok, del av antologi;2013;2
Gössling, Stefan;706411;Kapitel i bok, del av antologi;2013;2
Gössling, Stefan;706415;Kapitel i bok, del av antologi;2013;2
Gössling, Stefan;706416;Artikel i tidskrift;2012;1
Gössling, Stefan;706417;Artikel i tidskrift;2011;1
Gössling, Stefan;765653;Artikel i tidskrift;2014;1
Gössling, Stefan;769883;Artikel i tidskrift;2015;1
Gössling, Stefan;769886;Artikel i tidskrift;2015;1
Gössling, Stefan;774374;Bok;2015;2
Gössling, Stefan;774376;Bok;2014;2
Gössling, Stefan;774498;Kapitel i bok, del av antologi;2014;1
Gössling, Stefan;774499;Kapitel i bok, del av antologi;2014;2
Gössling, Stefan;774500;Kapitel i bok, del av antologi;2014;2
Gössling, Stefan;774501;Kapitel i bok, del av antologi;2014;2
Gössling, Stefan;850312;Artikel i tidskrift;2015;1
Gössling, Stefan;850352;Artikel i tidskrift;2015;1
Gössling, Stefan;867064;Bok;2015;1
Gössling, Stefan;867067;Artikel i tidskrift;2015;2
Gössling, Stefan;867069;Artikel i tidskrift;2015;1
Gössling, Stefan;867070;Artikel i tidskrift;2015;1
Gössling, Stefan;910554;Kapitel i bok, del av antologi;2015;2
Gössling, Stefan;910555;Kapitel i bok, del av antologi;2015;2
Gössling, Stefan;910556;Kapitel i bok, del av antologi;2015;2
Gössling, Stefan;910557;Kapitel i bok, del av antologi;2015;2
Gössling, Stefan;910559;Kapitel i bok, del av antologi;2015;2
Gössling, Stefan;910560;Kapitel i bok, del av antologi;2015;2
Gössling, Stefan;910562;Kapitel i bok, del av antologi;2015;2
Hadziabdic, Emina;467002;Artikel i tidskrift;2011;1
Hadziabdic, Emina;467010;Artikel i tidskrift;2014;1
Hadziabdic, Emina;579087;Artikel i tidskrift;2013;1
Hadziabdic, Emina;694772;Artikel i tidskrift;2014;1
Hadziabdic, Emina;731158;Artikel i tidskrift;2014;1
Hadziabdic, Emina;861043;Artikel i tidskrift;2015;2
Hadziabdic, Emina;861049;Kapitel i bok, del av antologi;2015;2
Haemig, Paul D.;474142;Artikel i tidskrift;2011;0
Hafsteinsson Östenberg, Anna;874027;Artikel i tidskrift;2011;1
Hafsteinsson Östenberg, Anna;874029;Artikel i tidskrift;2015;0
Haftor, Darek;343854;Kapitel i bok, del av antologi;2011;1
Haftor, Darek;345994;Artikel i tidskrift;2011;1
Haftor, Darek;474783;Konferensbidrag;2011;0
Haftor, Darek;640660;Konferensbidrag;2012;1
Haftor, Darek;640666;Konferensbidrag;2012;0
Haftor, Darek;640672;Konferensbidrag;2011;1
Haftor, Darek;709812;Artikel i tidskrift;2014;1
Haftor, Darek;788205;Konferensbidrag;2013;0
Haftor, Darek;788212;Konferensbidrag;2013;0
Haftor, Darek;788219;Konferensbidrag;2014;1
Haftor, Darek;788223;Konferensbidrag;2014;0
Haftor, Darek;788228;Konferensbidrag;2014;1
Haftor, Darek;788231;Konferensbidrag;2014;1
Haftor, Darek;788232;Konferensbidrag;2014;0
Haftor, Darek;788238;Konferensbidrag;2014;0
Haftor, Darek;788243;Konferensbidrag;2014;1
Haftor, Darek;788248;Konferensbidrag;2014;1
Haftor, Darek;853378;Konferensbidrag;2015;1
Haftor, Darek;885237;Konferensbidrag;2015;1
Haftor, Darek;916105;Konferensbidrag;2015;1
Haftor, Darek;916107;Konferensbidrag;2015;0
Haftor, Darek;916110;Konferensbidrag;2014;0
Haftor, Darek;916116;Konferensbidrag;2012;0
Hagberg, Margaretha;823835;Kapitel i bok, del av antologi;2012;1
Hageskog, Carl-Axel;468835;Artikel i tidskrift;2011;1
Hageskog, Carl-Axel;472240;Artikel i tidskrift;2011;1
Hageskog, Carl-Axel;472247;Artikel i tidskrift;2011;1
Hageskog, Carl-Axel;620231;Artikel i tidskrift;2011;1
Hageskog, Carl-Axel;678361;Artikel i tidskrift;2013;1
Hageskog, Carl-Axel;678364;Artikel i tidskrift;2013;1
Hageskog, Carl-Axel;805068;Artikel i tidskrift;2014;1
Hagevi, Magnus;471022;Kapitel i bok, del av antologi;2011;0
Hagevi, Magnus;471032;Kapitel i bok, del av antologi;2011;1
Hagevi, Magnus;471035;Kapitel i bok, del av antologi;2011;1
Hagevi, Magnus;471038;Kapitel i bok, del av antologi;2011;1
Hagevi, Magnus;471041;Kapitel i bok, del av antologi;2011;1
Hagevi, Magnus;471042;Kapitel i bok, del av antologi;2011;1
Hagevi, Magnus;471043;Kapitel i bok, del av antologi;2011;1
Hagevi, Magnus;471044;Kapitel i bok, del av antologi;2011;1
Hagevi, Magnus;471045;Kapitel i bok, del av antologi;2011;1
Hagevi, Magnus;471046;Kapitel i bok, del av antologi;2011;1
Hagevi, Magnus;471049;Kapitel i bok, del av antologi;2011;1
Hagevi, Magnus;471051;Kapitel i bok, del av antologi;2011;1
Hagevi, Magnus;471052;Kapitel i bok, del av antologi;2011;1
Hagevi, Magnus;471053;Artikel i tidskrift;2011;1
Hagevi, Magnus;570905;Artikel i tidskrift;2012;1
Hagevi, Magnus;647672;Artikel i tidskrift;2014;1
Hagevi, Magnus;679821;Artikel i tidskrift;2014;1
Hagevi, Magnus;679822;Artikel i tidskrift;2014;1
Hagevi, Magnus;679825;Artikel i tidskrift;2014;1
Hagevi, Magnus;700261;Artikel i tidskrift;2015;2
Hagevi, Magnus;800136;Artikel i tidskrift;2014;0
Hagevi, Magnus;800137;Artikel i tidskrift;2014;0
Hagevi, Magnus;800138;Artikel i tidskrift;2014;0
Hagevi, Magnus;800140;Kapitel i bok, del av antologi;2015;1
Hagevi, Magnus;800141;Kapitel i bok, del av antologi;2015;1
Hagevi, Magnus;800142;Kapitel i bok, del av antologi;2015;1
Hagevi, Magnus;807753;Kapitel i bok, del av antologi;2015;0
Hagevi, Magnus;849177;Bok;2015;1
Hagevi, Magnus;862012;Konferensbidrag;2015;0
Hagevi, Magnus;877546;Kapitel i bok, del av antologi;2015;1
Hagos, Dejene Assefa;746313;Artikel i tidskrift;2014;1
Hagström, Johannes;398425;Artikel i tidskrift;2011;1
Hagström, Johannes;480237;Artikel i tidskrift;2012;1
Hagström, Johannes;627263;Artikel i tidskrift;2013;1
Hagström, Johannes;713251;Artikel i tidskrift;2014;1
Hagström, Åke;421479;Artikel i tidskrift;2011;1
Hagström, Åke;447714;Artikel i tidskrift;2011;1
Hagström, Åke;574478;Artikel i tidskrift;2012;1
Hagström, Åke;577139;Artikel i tidskrift;2012;2
Hagström, Åke;605180;Artikel i tidskrift;2012;1
Hagström, Åke;681115;Artikel i tidskrift;2013;1
Haidar, Ann-Katrin;655136;Artikel i tidskrift;2013;1
Hailemariam, Matias;572122;Konferensbidrag;2012;0
Hailemariam, Matias;631138;Konferensbidrag;2013;0
Hakman, Inger;529590;Artikel i tidskrift;2012;1
Hakman, Inger;529593;Konferensbidrag;2011;0
Hakman, Inger;620561;Artikel i tidskrift;2013;1
Hakman, Inger;638735;Artikel i tidskrift;2013;1
Hakman, Inger;638737;Artikel i tidskrift;2013;1
Hall, C. Michael;615489;Artikel i tidskrift;2013;1
Hall, C. Michael;631221;Artikel i tidskrift;2013;1
Hall, C. Michael;681102;Artikel, forskningsöversikt;2013;1
Hall, C. Michael;780977;Artikel i tidskrift;2015;1
Hall, C. Michael;781003;Artikel i tidskrift;2015;2
Hall, C. Michael;951930;Artikel i tidskrift;2015;0
Hall, C. Michael;951931;Kapitel i bok, del av antologi;2015;1
Hall, C. Michael;952561;Artikel i tidskrift;2015;1
Hallgren, Hanna;716842;Konferensbidrag;2014;0
Hallgren, Hanna;757118;Bok;2014;0
Hallgren, Hanna;780439;Konferensbidrag;2014;0
Hallgren, Hanna;780445;Konferensbidrag;2014;0
Hallgren, Hanna;780453;Konferensbidrag;2014;0
Hallgren, Hanna;780457;Kapitel i bok, del av antologi;2014;0
Hallgren, Hanna;811965;Kapitel i bok, del av antologi;2015;1
Hallgren, Hanna;862286;Kapitel i bok, del av antologi;2015;0
Hallgren, Hanna;872342;Artikel i tidskrift;2015;0
Hallgren, Hanna;892051;Kapitel i bok, del av antologi;2014;0
Hallgren, Roland;462916;Kapitel i bok, del av antologi;2011;0
Hammander, Mats;910660;Artikel i tidskrift;2015;1
Hammar, Tora;437724;Artikel i tidskrift;2011;0
Hammar, Tora;748879;Artikel i tidskrift;2015;1
Hammar, Tora;748883;Artikel i tidskrift;2014;1
Hammar, Tora;748888;Artikel i tidskrift;2014;1
Hammar, Tora;748895;Artikel i tidskrift;2015;1
Hammarstedt, Mats;352350;Artikel i tidskrift;2011;1
Hammarstedt, Mats;375385;Artikel i tidskrift;2011;2
Hammarstedt, Mats;405037;Artikel i tidskrift;2015;1
Hammarstedt, Mats;407352;Artikel i tidskrift;2011;1
Hammarstedt, Mats;410091;Artikel i tidskrift;2012;1
Hammarstedt, Mats;434478;Artikel i tidskrift;2011;1
Hammarstedt, Mats;437456;Artikel i tidskrift;2011;1
Hammarstedt, Mats;510105;Artikel i tidskrift;2013;1
Hammarstedt, Mats;515535;Artikel i tidskrift;2012;1
Hammarstedt, Mats;540632;Artikel i tidskrift;2012;0
Hammarstedt, Mats;541525;Artikel i tidskrift;2013;1
Hammarstedt, Mats;546784;Artikel i tidskrift;2013;1
Hammarstedt, Mats;645217;Artikel i tidskrift;2015;2
Hammarstedt, Mats;645515;Artikel i tidskrift;2013;1
Hammarstedt, Mats;646928;Artikel i tidskrift;2015;1
Hammarstedt, Mats;755124;Artikel i tidskrift;2014;1
Hammarstedt, Mats;791668;Artikel i tidskrift;2015;1
Hammarstedt, Mats;807094;Artikel i tidskrift;2015;1
Han, Junli;607395;Artikel i tidskrift;2013;2
Han, Junli;680890;Artikel i tidskrift;2013;1
Han, Junli;680895;Artikel i tidskrift;2014;1
Han, Junli;708459;Artikel i tidskrift;2014;2
Hanson, Elizabeth;474211;Kapitel i bok, del av antologi;2011;0
Hanson, Elizabeth;474215;Kapitel i bok, del av antologi;2011;0
Hanson, Elizabeth;474217;Kapitel i bok, del av antologi;2011;0
Hanson, Elizabeth;474322;Artikel i tidskrift;2011;1
Hanson, Elizabeth;474327;Artikel i tidskrift;2011;0
Hanson, Elizabeth;474337;Artikel i tidskrift;2012;1
Hanson, Elizabeth;474339;Artikel i tidskrift;2012;2
Hanson, Elizabeth;585054;Artikel i tidskrift;2013;1
Hanson, Elizabeth;748879;Artikel i tidskrift;2015;1
Hanson, Elizabeth;795526;Artikel i tidskrift;2014;1
Hanson, Elizabeth;795534;Artikel i tidskrift;2015;1
Hanson, Elizabeth;796399;Artikel i tidskrift;2015;2
Hanson, Elizabeth;853094;Kapitel i bok, del av antologi;2015;0
Hanson, Elizabeth;902463;Kapitel i bok, del av antologi;2015;0
Hansson, Bo;455662;Artikel i tidskrift;2011;2
Hansson, Gunnar;477153;Bok;2011;1
Hansson, Henrik;574403;Artikel i tidskrift;2012;1
Hansson, Henrik;633341;Artikel i tidskrift;2014;1
Hansson, Henrik;677059;Konferensbidrag;2012;0
Hansson, Henrik;795857;Artikel i tidskrift;2015;1
Hansson, Henrik;847405;Artikel i tidskrift;2015;1
Hansson, Henrik;850364;Artikel i tidskrift;2015;1
Hansson, Henrik;853616;Artikel i tidskrift;2015;1
Hansson, Joacim;415039;Artikel i tidskrift;2011;0
Hansson, Joacim;450922;Artikel i tidskrift;2011;1
Hansson, Joacim;515023;Artikel i tidskrift;2012;1
Hansson, Joacim;556074;Artikel i tidskrift;2013;1
Hansson, Joacim;584756;Kapitel i bok, del av antologi;2012;1
Hansson, Joacim;605609;Artikel i tidskrift;2013;1
Hansson, Joacim;667691;Artikel i tidskrift;2013;1
Hansson, Joacim;779658;Artikel i tidskrift;2015;1
Hansson, Joacim;868124;Konferensbidrag;2015;1
Hao, Menhshu;680895;Artikel i tidskrift;2014;1
Harju, Anne;388634;Artikel i tidskrift;2011;1
Hartzén, Ann-Christine;748284;Kapitel i bok, del av antologi;2014;0
Hasan, Badrul;531027;Artikel i tidskrift;2011;1
Hasan, Badrul;578672;Artikel i tidskrift;2012;2
Hasan, Badrul;710916;Artikel i tidskrift;2014;1
Haugaard-Kedström, Linda M.;565152;Artikel i tidskrift;2012;1
Haugaard-Kedström, Linda M.;785959;Artikel i tidskrift;2015;1
Haupt, Andreas;922813;Konferensbidrag;2015;1
Haus, Sylvia;623798;Konferensbidrag;2013;0
Haus, Sylvia;623807;Kapitel i bok, del av antologi;2013;1
Haus, Sylvia;735223;Artikel i tidskrift;2014;1
Haus, Sylvia;752744;Artikel i tidskrift;2015;1
Hedberg, Marie;620241;Artikel i tidskrift;2011;1
Hedberg, Marie;801902;Artikel i tidskrift;2012;1
Hedberg, Marie;852254;Artikel i tidskrift;2015;1
Hedberg, Marie;852267;Artikel i tidskrift;2015;1
Hedenborg, Mathias;529909;Kapitel i bok, del av antologi;2012;1
Hedenborg, Mathias;796732;Konferensbidrag;2015;0
Hedenborg, Mathias;912087;Konferensbidrag;2015;0
Hedin-Dahlström, Jimmy;476466;Artikel i tidskrift;2011;1
Hedlin, Maria;430162;Artikel i tidskrift;2011;2
Hedlin, Maria;534250;Artikel i tidskrift;2012;1
Hedlin, Maria;534262;Artikel i tidskrift;2012;1
Hedlin, Maria;534569;Kapitel i bok, del av antologi;2012;1
Hedlin, Maria;534575;Konferensbidrag;2012;0
Hedlin, Maria;534584;Kapitel i bok, del av antologi;2012;1
Hedlin, Maria;603502;Artikel i tidskrift;2013;1
Hedlin, Maria;663497;Artikel i tidskrift;2013;1
Hedlin, Maria;698868;Artikel i tidskrift;2014;1
Hedlin, Maria;775266;Artikel i tidskrift;2014;1
Hedlin, Maria;790091;Artikel i tidskrift;2015;1
Hedlin, Maria;849988;Artikel i tidskrift;2015;2
Hegender, Henrik;418156;Konferensbidrag;2011;0
Hegender, Henrik;427185;Artikel i tidskrift;2011;1
Hegender, Henrik;453854;Konferensbidrag;2011;0
Hegender, Henrik;469422;Konferensbidrag;2011;0
Hegender, Henrik;565762;Artikel i tidskrift;2012;1
Hegender, Henrik;654565;Kapitel i bok, del av antologi;2013;0
Hegender, Henrik;777667;Konferensbidrag;2014;0
Hegender, Henrik;797069;Artikel i tidskrift;2015;1
Heikkilä, Kristiina;388194;Artikel i tidskrift;2011;2
Heikkilä, Kristiina;467002;Artikel i tidskrift;2011;1
Heikkilä, Kristiina;467010;Artikel i tidskrift;2014;1
Heikkilä, Kristiina;580039;Artikel i tidskrift;2013;1
Heikkilä, Kristiina;580086;Artikel i tidskrift;2013;1
Heikkilä, Kristiina;711808;Artikel i tidskrift;2013;0
Heikkilä, Kristiina;782659;Artikel i tidskrift;2014;1
Heikkilä, Kristiina;787525;Kapitel i bok, del av antologi;2014;0
Heikkilä, Kristiina;801076;Artikel i tidskrift;2014;1
Heikkilä, Kristiina;822222;Artikel i tidskrift;2011;0
Heikkilä, Kristiina;865090;Artikel i tidskrift;2015;1
Heikkilä, Kristiina;866066;Artikel i tidskrift;2015;2
Heikkilä, Kristiina;912756;Artikel i tidskrift;2015;1
Heinat, Fredrik;705245;Kapitel i bok, del av antologi;2013;2
Heinat, Fredrik;840433;Artikel i tidskrift;2015;0
Hellström, Amanda;802012;Artikel i tidskrift;2015;1
Hellström, Amanda;916321;Artikel i tidskrift;2015;1
Hellström, Lina;388928;Artikel i tidskrift;2011;2
Hellström, Lina;452759;Konferensbidrag;2011;0
Hellström, Lina;514902;Artikel i tidskrift;2012;0
Hellström, Lina;559254;Artikel i tidskrift;2012;1
Hellström, Lina;678100;Artikel i tidskrift;2014;1
Hellström, Lina;720310;Artikel i tidskrift;2014;1
Hellström, Martin;639765;Kapitel i bok, del av antologi;2012;1
Hellström, Martin;896427;Bok;2015;1
Hellström, Martin;896432;Kapitel i bok, del av antologi;2015;1
Hellström, Martin;896433;Kapitel i bok, del av antologi;2015;1
Hellström, Martin;896444;Artikel i tidskrift;2015;1
Hellström, Martin;896446;Kapitel i bok, del av antologi;2012;0
Hellström, Martin;897109;Kapitel i bok, del av antologi;2015;1
Hemmilä, Venla;661145;Konferensbidrag;2013;0
Hemmilä, Venla;661146;Konferensbidrag;2013;0
Hemmilä, Venla;663483;Artikel i tidskrift;2013;1
Hemström, Kerstin;622483;Artikel i tidskrift;2014;1
Hemström, Kerstin;760032;Konferensbidrag;2014;0
Hennessey, John;872327;Artikel i tidskrift;2015;1
Henningsson, Marianne;642614;Artikel i tidskrift;2013;2
Henningsson, Marianne;645815;Artikel i tidskrift;2015;2
Henningsson, Marianne;698111;Artikel i tidskrift;2011;2
Henningsson, Marianne;710761;Artikel i tidskrift;2015;1
Henningsson, Marianne;802631;Artikel i tidskrift;2014;1
Henningsson, Marianne;821772;Bok;2012;0
Henriksson, Carina;691852;Bok;2013;0
Henriksson, Carina;691916;Kapitel i bok, del av antologi;2012;1
Henriksson, Carina;691919;Kapitel i bok, del av antologi;2012;1
Henriksson, Carina;691921;Kapitel i bok, del av antologi;2012;1
Henriksson, Carina;691929;Kapitel i bok, del av antologi;2014;0
Henschel, Henning;355823;Kapitel i bok, del av antologi;2013;1
Henschel, Henning;468589;Artikel, forskningsöversikt;2011;1
Henschel, Henning;476416;Artikel i tidskrift;2011;1
Henschel, Henning;476458;Artikel i tidskrift;2011;1
Henschel, Henning;476466;Artikel i tidskrift;2011;1
Herbert, Anna;668499;Kapitel i bok, del av antologi;2012;2
Herbert, Anna;668507;Kapitel i bok, del av antologi;2012;1
Herbert, Anna;668508;Kapitel i bok, del av antologi;2013;2
Herbert, Anna;668517;Bok;2011;1
Herbert, Anna;749197;Kapitel i bok, del av antologi;2012;2
Herbert, Anna;749201;Kapitel i bok, del av antologi;2012;2
Herbert, Anna;760708;Kapitel i bok, del av antologi;2014;2
Herbert, Anna;819805;Kapitel i bok, del av antologi;2013;2
Hernandez, Jorge;474116;Artikel i tidskrift;2011;1
Hernandez, Jorge;531023;Artikel i tidskrift;2012;2
Hernandez, Jorge;578672;Artikel i tidskrift;2012;2
Hernandez, Jorge;681093;Artikel i tidskrift;2013;1
Hernandez, Jorge;711159;Artikel i tidskrift;2014;1
Hernandez, Jorge;721514;Artikel i tidskrift;2014;2
Herrlin, Katarina;535289;Konferensbidrag;2011;0
Herrlin, Katarina;552217;Bok;2012;1
Herrmann, Jan;312268;Artikel i tidskrift;2011;1
Herrmann, Jan;398862;Artikel i tidskrift;2011;1
Herrmann, Jan;470400;Artikel i tidskrift;2012;1
Herrmann, Jan;470401;Artikel i tidskrift;2012;1
Herrmann, Jan;470402;Artikel i tidskrift;2012;1
Herrmann, Jan;565214;Artikel i tidskrift;2012;2
Herrmann, Jan;705817;Artikel i tidskrift;2014;0
Herrmann, Jan;774625;Konferensbidrag;2014;0
Hibbert, Julia F.;604910;Artikel i tidskrift;2013;1
Hibbert, Julia F.;666455;Artikel i tidskrift;2013;1
Hilbert, Astrid;345078;Artikel i tidskrift;2012;1
Hilbert, Astrid;574927;Konferensbidrag;2012;0
Hilbert, Astrid;640743;Konferensbidrag;2013;1
Hilbert, Astrid;720613;Konferensbidrag;2014;0
Hilbert, Astrid;788474;Artikel i tidskrift;2014;1
Hilmersson, Mikael;418267;Artikel i tidskrift;2011;1
Hilmersson, Mikael;452807;Artikel i tidskrift;2012;2
Hilmersson, Mikael;452832;Kapitel i bok, del av antologi;2011;1
Hilmersson, Mikael;584663;Artikel i tidskrift;2012;2
Hilmersson, Mikael;662007;Artikel i tidskrift;2014;1
Hilmersson, Mikael;662009;Artikel i tidskrift;2013;1
Hilmersson, Mikael;662012;Artikel i tidskrift;2014;1
